address,city,created_at,description,description_en,description_fr,display_description,display_specialties,email,featured,id,latitude,logo_url,longitude,name,opening_hours,phone,postal_code,province,specialties,specialties_en,specialties_fr,type,updated_at,website
Rue Le Marais 36,Fize-Fontaine,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2324,50.582757,/logo/leonidas.jpg,5.2785889,Leonidas,,,4530.0,Luik,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,http://www.leonidas-wh.be
Kapelstraat 131,Bredene,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2325,51.2551115,/logo/leonidas.jpg,2.9852449,Leonidas,,,8450.0,West-Vlaanderen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://leonidas.com
Rue de Maire 6,Froyennes,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2326,50.6260391,/logo/leonidas.jpg,3.3697198,Leonidas,,,7503.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,http://www.multidelices.be
Route de Philippeville 323,Couillet,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2327,50.3919379,/logo/leonidas.jpg,4.4586233,Leonidas,,,6010.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://www.confiseriecharleroi.be
Chaussée du Roeulx 437,Bergen,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2328,50.4585516,/logo/leonidas.jpg,3.9950256,Leonidas,,,7000.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://www.leonidas.com
Rue des Bastions,Doornik,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2329,50.6041265,/logo/leonidas.jpg,3.407141,Leonidas,,,7500.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,http://www.multidelices.be
Grand'Rue (CH) 143,Montignies-sur-Sambre,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2330,50.410916,/logo/leonidas.jpg,4.4671248,Leonidas,,,6000.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://www.confiseriecharleroi.be
Kerkstraat 96/a,Sint-Pieters-Woluwe,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2331,50.84129,/logo/leonidas.jpg,4.4644656,Leonidas,,,1150.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,
Rue des Frères Wright 8,Gosselies,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2332,50.4636373,/logo/leonidas.jpg,4.4661733,Leonidas,,,6041.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://www.leonidas-piettelemille.be
Boondaalse Steenweg 451,Elsene,2025-12-27 18:50:11,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2333,50.8164002,/logo/leonidas.jpg,4.3890508,Leonidas,,,1050.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:11,https://www.leonidas.com
Rue de la Libération 68/2,Kasteelbrakel,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2334,50.6824728,/logo/leonidas.jpg,4.2685225,Leonidas,,,1440.0,Waals-Brabant,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Leuvensestraat 46,Vilvoorde,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2335,50.928069,/logo/leonidas.jpg,4.4264725,Leonidas,,,1800.0,Vlaams-Brabant,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Mudakkers 19,Lommel,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2336,51.2309344,/logo/leonidas.jpg,5.3112445,Leonidas,,,3920.0,Limburg,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Chaussée de Lille 957,Blandain,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2337,50.6082017,/logo/leonidas.jpg,3.2718737,Leonidas,,,7522.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
De Stropersstraat 1,Kemzeke,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2338,51.2474644,/logo/leonidas.jpg,4.0642441,Leonidas,,,9190.0,Oost-Vlaanderen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas-fleur.be
Chaussée de Tongres 269,Rocourt,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2339,50.6700118,/logo/leonidas.jpg,5.5452959,Leonidas,,,4000.0,Luik,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://leonidas.com
Kronenhoekstraat 47,Sint-Gillis-Waas,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2340,51.2217976,/logo/leonidas.jpg,4.1236386,Leonidas,,,9170.0,Oost-Vlaanderen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas-fleur.be
Stoofstraat 27,Brussel,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2341,50.8455539,/logo/leonidas.jpg,4.3506082,Leonidas,,,1000.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Vredelaan 19/9,Houthalen,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2342,51.0319017,/logo/leonidas.jpg,5.3737104,Leonidas,,,3530.0,Limburg,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,
Lange Zoutstraat 37,Aalst,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2343,50.9369887,/logo/leonidas.jpg,4.0392079,Leonidas,,,9300.0,Oost-Vlaanderen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Markt 24,Sint-Katelijne-Waver,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2344,51.0704299,/logo/leonidas.jpg,4.5318406,Leonidas,,,2860.0,Antwerpen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://leonidas.com
Chaussée Montgomery 51,La Glanerie,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2345,50.5340325,/logo/leonidas.jpg,3.2904212,Leonidas,,,7611.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidascommercialagr.be
Vanderkinderestraat 200,Ukkel,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2346,50.8140059,/logo/leonidas.jpg,4.3486448,Leonidas,,,1180.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Métro Rogier 9,Bruxelles,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2347,50.8614048,/logo/leonidas.jpg,4.3525494,Leonidas,,,1000.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Mechelsesteenweg 67,Kampenhout,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2348,50.9591037,/logo/leonidas.jpg,4.5865153,Leonidas,,,1910.0,Vlaams-Brabant,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,http://www.balloonwarehouse.be
Charleroise Steenweg 2B,Sint-Gillis,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2349,50.8327135,/logo/leonidas.jpg,4.3571021,Leonidas,,,1060.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Bredabaan 424,Merksem,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2350,51.2441149,/logo/leonidas.jpg,4.444149,Leonidas,,,2170.0,Antwerpen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Lennikse Baan 806,Anderlecht,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2351,50.8141532,/logo/leonidas.jpg,4.2671464,Leonidas,,,1070.0,Brussels Hoofdstedelijk Gewest,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Chaussée d'Alsemberg 421,Braine-l'Alleud,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2352,50.6964361,/logo/leonidas.jpg,4.3648019,Leonidas,,,1420.0,Waals-Brabant,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://linktr.ee/bgbraine
Chaussée du Roeulx 437,Bergen,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2353,50.4585516,/logo/leonidas.jpg,3.9950256,Leonidas,,,7000.0,Henegouwen,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Neerstraat 14,Tessenderlo,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2354,51.0685801,/logo/leonidas.jpg,5.0882423,Leonidas,,,3980.0,Limburg,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://leonidas.com
Chaussée de Charleroi 579,Waterloo,2025-12-27 18:50:12,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Sinds 1913 een Belgische klassieker. Bekend om kwaliteit tegen betaalbare prijzen met meer dan 100 verschillende pralines.,,,0,2355,50.6888046,/logo/leonidas.jpg,4.410911,Leonidas,,,1410.0,Waals-Brabant,,Leonidas pralines,Pralines Leonidas,winkel,2025-12-27 18:50:12,https://www.leonidas.com
Parc D'Activités Economiques 35,Rochefort,2025-12-27 18:50:23,Belgische chocolatier - Les Chocolatiers de Rochefort,Belgian chocolatier - Les Chocolatiers de Rochefort,Chocolaterie belge - Les Chocolatiers de Rochefort,Belgische chocolatier - Les Chocolatiers de Rochefort,,,0,2641,50.1789715,,5.210271,Les Chocolatiers de Rochefort,,,5580.0,Namen,,,,winkel,2025-12-27 18:50:23,
Rue Adrien Materne 127,Grâce-Berleur,2025-12-27 18:50:24,Belgische chocolatier - Les Gum's du J,Belgian chocolatier - Les Gum's du J,Chocolaterie belge - Les Gum's du J,Belgische chocolatier - Les Gum's du J,,,0,2644,50.6451892,,5.5083999,Les Gum's du J,,,4460.0,Luik,,,,winkel,2025-12-27 18:50:24,
Rue Victor Fabri 5,Rochefort,2025-12-27 18:50:24,Belgische chocolatier - Les Petits Trésors d'Isa,Belgian chocolatier - Les Petits Trésors d'Isa,Chocolaterie belge - Les Petits Trésors d'Isa,Belgische chocolatier - Les Petits Trésors d'Isa,,,0,2645,50.1636786,,5.2245099,Les Petits Trésors d'Isa,,,5580.0,Namen,,,,winkel,2025-12-27 18:50:24,
Rue Pavée 21,Eupen,2025-12-27 18:50:24,Belgische chocolatier - Les pralines de Céline,Belgian chocolatier - Les pralines de Céline,Chocolaterie belge - Les pralines de Céline,Belgische chocolatier - Les pralines de Céline,,,0,2646,50.5983145,,6.1666211,Les pralines de Céline,,,4700.0,Luik,,,,winkel,2025-12-27 18:50:24,
Louis Mettewielaan 31A,Sint-Jans-Molenbeek,2025-12-27 18:50:24,Belgische chocolatier - Librairie Mettewie,Belgian chocolatier - Librairie Mettewie,Chocolaterie belge - Librairie Mettewie,Belgische chocolatier - Librairie Mettewie,,,0,2647,50.8582511,,4.310319,Librairie Mettewie,,,1080.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:24,
Alsembergse Steenweg 349,Vorst,2025-12-27 18:50:24,Belgische chocolatier - Librairie Molière,Belgian chocolatier - Librairie Molière,Chocolaterie belge - Librairie Molière,Belgische chocolatier - Librairie Molière,,,0,2648,50.8159737,,4.3397133,Librairie Molière,,,1190.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:24,
Tongersvenweg 5,Neerpelt,2025-12-27 18:50:24,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2651,51.2068474,,5.4449381,Life Creations,,,3910.0,Limburg,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:24,https://www.geefeenbox.be
Heldergemstraat 73,Heldergem,2025-12-27 18:50:24,Belgische chocolatier - Little Things,Belgian chocolatier - Little Things,Chocolaterie belge - Little Things,Belgische chocolatier - Little Things,,,0,2652,50.8754915,,3.9578917,Little Things,,,9450.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:24,
Meenselstraat 16A/3,Molenbeek-Wersbeek,2025-12-27 18:50:24,Belgische chocolatier - Lollipopland,Belgian chocolatier - Lollipopland,Chocolaterie belge - Lollipopland,Belgische chocolatier - Lollipopland,,,0,2653,50.9013854,,4.9364954,Lollipopland,,,3461.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:24,https://www.lollipopland.be
Bijstert 10,Aalbeke,2025-12-27 18:50:24,Belgische chocolatier - Lolo's Creations,Belgian chocolatier - Lolo's Creations,Chocolaterie belge - Lolo's Creations,Belgische chocolatier - Lolo's Creations,,,0,2654,50.773446,,3.2314274,Lolo's Creations,,,8511.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:24,
Industrieweg 49,Tessenderlo,2025-12-27 18:50:24,Belgische chocolatier - MAIL - BOX,Belgian chocolatier - MAIL - BOX,Chocolaterie belge - MAIL - BOX,Belgische chocolatier - MAIL - BOX,,,0,2658,51.0620235,,5.1504924,MAIL - BOX,,,3980.0,Limburg,,,,winkel,2025-12-27 18:50:24,https://www.mailboxcards.be
Waterstraat 9,Beek,2025-12-27 18:50:24,Belgische chocolatier - MARTENS M.P.,Belgian chocolatier - MARTENS M.P.,Chocolaterie belge - MARTENS M.P.,Belgische chocolatier - MARTENS M.P.,,,0,2663,51.1682052,,5.613725,MARTENS M.P.,,,3960.0,Limburg,,,,winkel,2025-12-27 18:50:24,
Weg naar Zwartberg 83A/1,Opglabbeek,2025-12-27 18:50:24,Belgische chocolatier - MARTENS M.P.,Belgian chocolatier - MARTENS M.P.,Chocolaterie belge - MARTENS M.P.,Belgische chocolatier - MARTENS M.P.,,,0,2664,51.0199512,,5.5233694,MARTENS M.P.,,,3660.0,Limburg,,,,winkel,2025-12-27 18:50:24,http://www.leonidasopglabbeekwebshop.be
Heuvelstraat 15,Brussel,2025-12-27 18:50:24,Belgische chocolatier - MAXI-GIFTS,Belgian chocolatier - MAXI-GIFTS,Chocolaterie belge - MAXI-GIFTS,Belgische chocolatier - MAXI-GIFTS,,,0,2667,50.8466676,,4.3535426,MAXI-GIFTS,,,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:24,
Boulevard Heynen 8,Bouillon,2025-12-27 18:50:24,Belgische chocolatier - MAXI-MUSIC/DASKALIDES,Belgian chocolatier - MAXI-MUSIC/DASKALIDES,Chocolaterie belge - MAXI-MUSIC/DASKALIDES,Belgische chocolatier - MAXI-MUSIC/DASKALIDES,,,0,2668,49.7955558,,5.0700108,MAXI-MUSIC/DASKALIDES,,,6830.0,Luxemburg,,,,winkel,2025-12-27 18:50:24,http://www.daskalides.be
Place Sainte-Gertrude 22/1,Trembleur,2025-12-27 18:50:25,Belgische chocolatier - MELO DECO,Belgian chocolatier - MELO DECO,Chocolaterie belge - MELO DECO,Belgische chocolatier - MELO DECO,,,0,2670,50.672667,,5.725471,MELO DECO,,,4670.0,Luik,,,,winkel,2025-12-27 18:50:25,
Rue de Presles 197,Villers-Poterie,2025-12-27 18:50:25,"Belgische chocolatier - MICHEL, JOANNE","Belgian chocolatier - MICHEL, JOANNE","Chocolaterie belge - MICHEL, JOANNE","Belgische chocolatier - MICHEL, JOANNE",,,0,2671,50.3655924,,4.5547784,"MICHEL, JOANNE",,,6280.0,Henegouwen,,,,winkel,2025-12-27 18:50:25,
Sint-Niklaasstraat 149,Sint-Gillis-Waas,2025-12-27 18:50:25,Belgische chocolatier - MIFAN,Belgian chocolatier - MIFAN,Chocolaterie belge - MIFAN,Belgische chocolatier - MIFAN,,,0,2672,51.20455,,4.1468588,MIFAN,,,9170.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:25,
Wolvenstraat 2 A,Wieze,2025-12-27 18:50:25,Belgische chocolatier - MILA,Belgian chocolatier - MILA,Chocolaterie belge - MILA,Belgische chocolatier - MILA,,,0,2673,50.9820979,,4.0975021,MILA,,,9280.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:25,https://www.mila-chocolade.be
Kerkstraat 32,Wenduine,2025-12-27 18:50:25,Belgische chocolatier - MOEDER BABELUTE WENDUINE,Belgian chocolatier - MOEDER BABELUTE WENDUINE,Chocolaterie belge - MOEDER BABELUTE WENDUINE,Belgische chocolatier - MOEDER BABELUTE WENDUINE,,,0,2676,51.3002743,,3.0806092,MOEDER BABELUTE WENDUINE,,,8420.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:25,https://moederbabelutte.be
Max Temmermanlaan 5,Kalmthout,2025-12-27 18:50:25,Belgische chocolatier - MONTRIEUX HANNELORE,Belgian chocolatier - MONTRIEUX HANNELORE,Chocolaterie belge - MONTRIEUX HANNELORE,Belgische chocolatier - MONTRIEUX HANNELORE,,,0,2680,51.3650314,,4.4571386,MONTRIEUX HANNELORE,,,2920.0,Antwerpen,,,,winkel,2025-12-27 18:50:25,
Sint-Lambertusstraat 200/UNITE,Sint-Lambrechts-Woluwe,2025-12-27 18:50:25,Belgische chocolatier - MR DONUT,Belgian chocolatier - MR DONUT,Chocolaterie belge - MR DONUT,Belgische chocolatier - MR DONUT,,,0,2681,50.8484767,,4.4349977,MR DONUT,,,1200.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:25,
